WellId;X;Y;DepthFrom;DepthTo;Rock;Porosity
W-0004;121.61;82.14;493.01;503.16;Dolomite;0.166
W-0004;81.38;66.82;503.16;507.66;Sandstone;0.248
W-0004;110.14;50.12;507.66;516.71;Sandstone;0.205
W-0004;111.12;64.64;516.71;534.17;Dolomite;0.327
W-0004;111.97;92.13;534.17;550.99;Dolomite;0.105
W-0004;108.28;61.12;550.99;555.64;Sandstone;0.247
W-0004;93.30;96.92;555.64;562.51;Shale;0.234
W-0004;95.66;99.29;562.51;570.17;Sandstone;1.500
W-0004;120.01;56.69;570.17;574.53;Dolomite;0.137
W-0005;125.12;95.97;0.00;14.98;Sandstone;0.051
W-0005;107.60;55.58;14.98;17.25;Limestone;0.211
W-0005;129.24;78.21;17.25;24.44;Shale;0.305
W-0005;83.79;52.34;24.44;37.85;Limestone;0.220
W-0005;125.99;69.79;37.85;46.70;Dolomite;0.051
W-0005;117.64;85.30;46.70;64.04;Limestone;0.058
W-0005;128.88;52.71;64.04;80.66;Shale;0.018
W-0005;95.27;52.95;80.66;89.49;Dolomite;0.101
W-0005;114.64;54.51;89.49;96.03;Shale;0.284
W-0005;89.11;70.38;96.03;103.11;Dolomite;0.112
W-0005;89.56;86.90;103.11;123.03;Dolomite;0.186
W-0005;109.82;81.43;123.03;132.16;Shale;0.266
W-0005;119.87;68.53;132.16;133.60;Sandstone;0.076
W-0005;105.42;51.33;133.60;137.20;Shale;1.500
W-0005;122.24;59.75;137.20;155.72;Shale;0.071
W-0005;101.87;58.12;155.72;171.20;Sandstone;0.190
W-0005;106.59;68.77;171.20;182.79;Shale;0.114
W-0005;101.88;56.21;182.79;190.59;Shale;0.276
W-0005;94.61;52.82;190.59;195.74;Dolomite;0.117
W-0005;109.19;82.20;195.74;208.46;Dolomite;0.040
W-0005;127.28;52.57;208.46;218.10;Shale;0.056
W-0005;81.29;84.82;218.10;235.38;Shale;0.218
W-0005;129.16;98.18;235.38;250.24;Shale;0.048
BAD-OVR1;113.38;67.08;17.00;25.00;Shale;0.098
W-0005;105.51;82.91;259.50;276.76;Limestone;0.191
W-0005;113.44;78.07;276.76;283.27;Limestone;0.220
W-0005;88.77;86.91;283.27;303.14;;0.177
W-0005;107.83;77.75;303.14;312.93;Limestone;0.289
W-0005;106.79;53.85;312.93;324.08;Shale;0.116
W-0005;123.59;71.86;324.08;340.26;Limestone;0.076
W-0005;115.72;76.44;349.66;344.66;Dolomite;0.034
W-0005;106.19;86.61;344.66;352.59;Limestone;0.126
W-0005;80.19;93.99;352.59;370.00;Limestone;0.343
W-0005;112.75;55.30;370.00;387.38;Shale;0.346
W-0005;96.76;52.44;387.38;393.29;Shale;0.143
W-0005;102.35;91.91;393.29;404.72;Shale;0.036
W-0005;124.23;78.48;404.72;414.96;;0.318
W-0005;128.94;52.58;414.96;430.13;Sandstone;0.226
W-0005;123.98;75.04;430.13;440.35;;0.249
W-0005;110.55;60.10;440.35;452.14;Shale;1.500
W-0005;118.71;98.85;452.14;459.84;Sandstone;0.023
W-0005;121.13;74.19;459.84;476.16;Dolomite;0.180
W-0005;90.57;61.26;476.16;481.45;Dolomite;0.197
W-0005;114.74;58.60;481.45;490.66;Dolomite;0.243
W-0005;113.83;67.31;490.66;494.63;Limestone;0.328
W-0005;99.05;57.29;494.63;513.06;Limestone;0.239
W-0005;115.53;88.82;513.06;514.34;Limestone;0.129
W-0005;110.84;98.21;514.34;515.61;Sandstone;0.321
W-0005;122.88;90.62;515.61;529.31;Shale;0.025
W-0005;109.37;96.94;529.31;536.20;Limestone;0.194
W-0006;96.87;67.85;0.00;11.92;Dolomite;0.197
W-0006;103.23;87.24;11.92;23.74;Limestone;0.041
W-0006;124.76;72.13;23.74;40.54;Limestone;0.086
BAD-OVR1;123.20;78.68;20.00;28.00;Shale;0.223
W-0006;90.14;86.15;50.22;53.16;Limestone;0.318
W-0006;109.67;61.80;53.16;58.92;Limestone;0.330
W-0006;107.90;84.10;58.92;68.09;Shale;0.234
W-0006;124.39;76.77;68.09;82.86;Dolomite;0.277
W-0006;112.41;64.39;82.86;97.54;Shale;0.224
W-0006;91.70;81.94;97.54;112.77;Limestone;0.266
W-0006;91.93;51.33;112.77;130.22;Dolomite;0.265
W-0006;105.32;78.59;130.22;141.24;Dolomite;0.270
W-0006;93.64;59.51;141.24;160.01;;0.294
W-0006;98.60;64.57;160.01;179.25;Shale;0.286
W-0006;129.83;99.32;179.25;192.14;Limestone;0.041
W-0006;91.74;54.00;192.14;211.18;Shale;0.162
W-0006;93.94;51.76;211.18;227.51;Dolomite;0.152
W-0006;83.69;90.02;227.51;238.89;Sandstone;0.127
W-0006;80.86;96.06;238.89;255.62;Shale;0.047
W-0006;122.54;86.91;255.62;261.12;Limestone;0.310
W-0006;91.31;60.40;261.12;271.28;Limestone;0.225
W-0006;109.33;82.70;271.28;286.62;Limestone;0.022
W-0006;93.29;74.96;286.62;304.47;Dolomite;0.159
W-0006;82.27;90.64;304.47;317.86;Sandstone;0.108
W-0006;102.41;77.93;317.86;337.36;Shale;0.279
W-0006;98.75;50.23;337.36;341.77;Sandstone;0.236
W-0006;115.44;91.11;341.77;346.33;Dolomite;0.219
W-0006;113.28;84.72;346.33;364.19;Sandstone;0.154
W-0006;107.71;54.08;376.10;371.10;Sandstone;0.090
W-0006;84.51;51.06;394.71;389.71;Limestone;0.291
W-0006;114.38;53.87;389.71;407.55;Sandstone;1.500
W-0006;109.82;60.07;407.55;424.75;Shale;0.031
W-0006;120.10;58.05;424.75;429.85;Dolomite;0.199
W-0006;94.04;69.81;429.85;433.67;Limestone;0.344
W-0006;99.28;56.36;433.67;449.41;Sandstone;0.351
W-0006;93.52;69.73;449.41;450.77;Sandstone;0.079
W-0006;119.72;80.40;450.77;465.95;Dolomite;0.169
W-0006;117.71;93.24;465.95;467.35;;0.166
W-0006;121.36;55.93;467.35;477.50;Limestone;0.022
W-0006;125.30;66.01;477.50;480.83;Sandstone;0.245
W-0006;92.66;73.01;480.83;486.14;Sandstone;0.157
W-0006;109.28;83.46;486.14;505.46;Shale;0.072
BAD-OVR1;122.02;71.13;23.00;31.00;Dolomite;0.225
W-0006;113.27;83.93;524.33;538.28;Shale;0.118
W-0006;87.19;96.52;538.28;546.15;Shale;0.089
W-0006;99.86;79.74;546.15;564.94;Dolomite;0.222
W-0006;129.08;76.35;564.94;574.41;Limestone;0.052
W-0006;85.19;56.55;574.41;593.29;Shale;0.185
W-0006;103.32;98.32;593.29;607.73;Sandstone;0.197
W-0006;86.95;77.26;607.73;611.60;Limestone;0.039
W-0007;95.22;98.69;0.00;9.41;Sandstone;0.115
W-0007;129.78;95.72;9.41;25.94;;0.345
W-0007;112.22;65.51;25.94;37.53;Dolomite;0.221
W-0007;125.71;79.69;37.53;46.72;Dolomite;0.061
W-0007;88.47;68.24;53.87;48.87;Dolomite;0.285
W-0007;122.20;80.50;48.87;58.30;Dolomite;0.028
W-0007;96.70;50.83;58.30;75.10;Limestone;0.204
W-0007;119.64;76.05;75.10;76.26;Shale;0.146
W-0007;101.80;61.70;76.26;95.14;Dolomite;0.170
W-0007;82.88;77.67;95.14;111.88;Sandstone;0.331
W-0007;106.10;52.64;111.88;115.30;Dolomite;0.045
W-0007;112.12;84.37;115.30;121.23;Limestone;0.210
W-0007;97.31;77.76;121.23;122.98;Dolomite;0.345
W-0007;92.60;77.41;122.98;142.54;Dolomite;0.187
W-0007;85.94;93.54;142.54;146.44;Dolomite;0.325
W-0007;95.96;57.60;146.44;149.32;Dolomite;0.303
W-0007;102.87;51.75;149.32;158.29;Shale;0.353
W-0007;128.24;51.31;158.29;171.88;Limestone;0.229
W-0007;102.50;60.59;171.88;184.19;Sandstone;0.335
W-0007;127.86;84.28;184.19;195.56;Shale;0.234
W-0007;89.77;84.41;195.56;211.53;Dolomite;0.042
W-0007;104.45;72.44;211.53;226.18;Shale;0.146
W-0007;90.25;79.58;226.18;238.00;Limestone;0.315
W-0007;124.50;88.28;238.00;243.63;Limestone;0.186
W-0007;125.11;55.77;243.63;248.85;Shale;0.339
W-0007;127.78;94.13;248.85;257.38;Sandstone;0.173
W-0007;125.63;60.14;257.38;276.16;Sandstone;0.313
W-0007;89.21;95.61;276.16;292.80;Shale;0.360
W-0007;120.01;84.04;292.80;309.26;Sandstone;0.250
W-0007;129.33;97.26;309.26;313.76;Sandstone;0.311
W-0007;89.85;88.00;313.76;324.42;Shale;0.214
W-0007;106.37;50.80;324.42;327.83;Limestone;0.137
W-0007;107.23;82.32;327.83;345.95;Sandstone;0.033
W-0007;123.21;61.51;345.95;349.17;Dolomite;0.335
W-0007;96.89;94.50;349.17;353.93;Shale;0.081
BAD-OVR1;85.34;90.61;26.00;34.00;Dolomite;0.026
W-0007;113.47;80.88;361.45;368.72;Limestone;0.061
W-0007;90.58;76.08;380.74;375.74;Sandstone;0.192
W-0007;128.61;96.03;375.74;393.44;Shale;0.093
W-0007;122.92;65.66;393.44;410.23;Sandstone;0.090
W-0007;95.39;50.24;410.23;426.69;Shale;0.070
W-0007;96.30;79.19;426.69;439.09;Dolomite;0.149
W-0007;93.10;77.33;439.09;441.71;Sandstone;0.245
W-0007;127.14;59.64;441.71;449.73;Sandstone;0.203
W-0007;112.03;75.73;449.73;461.67;Shale;0.046
W-0007;93.66;71.02;461.67;470.06;Shale;0.013
W-0007;88.45;80.23;470.06;477.70;Dolomite;0.297
W-0007;101.93;58.76;477.70;488.66;Limestone;0.126
W-0007;107.19;86.23;506.84;501.84;Limestone;0.117
W-0007;96.16;57.41;501.84;511.48;Shale;0.348
W-0008;128.77;80.62;0.00;10.15;Dolomite;0.193
W-0008;82.98;81.21;10.15;21.35;;0.348
W-0008;82.88;58.88;21.35;29.45;Limestone;0.262
W-0008;117.88;60.50;29.45;33.96;Dolomite;0.069
W-0008;84.63;92.47;33.96;37.12;Limestone;0.120
W-0008;114.26;81.86;37.12;50.25;Shale;0.286
W-0008;102.78;78.61;50.25;63.63;Shale;0.140
W-0008;87.63;79.89;63.63;79.06;Shale;0.138
W-0008;113.11;94.56;79.06;88.18;Sandstone;0.281
W-0008;103.64;54.44;88.18;97.59;Sandstone;0.281
W-0008;123.10;85.35;97.59;104.47;Shale;0.101
W-0008;101.48;68.26;104.47;112.84;Sandstone;0.352
W-0008;116.17;60.48;112.84;129.78;Limestone;0.267
W-0008;110.90;75.96;129.78;139.96;Dolomite;0.252
W-0008;101.72;80.28;139.96;157.36;Dolomite;0.087
W-0008;118.21;67.59;157.36;173.53;Dolomite;0.250
W-0008;99.81;73.86;173.53;180.93;Limestone;1.500
W-0008;117.03;74.75;180.93;199.31;Limestone;0.135
W-0008;125.88;99.71;199.31;207.05;Dolomite;0.180
W-0008;89.56;93.84;207.05;208.36;Dolomite;0.094
W-0008;103.23;77.40;208.36;212.12;Shale;0.151
W-0008;97.52;87.31;212.12;223.07;Sandstone;0.039
W-0008;91.75;59.30;223.07;231.21;Limestone;0.096
W-0008;105.44;57.82;231.21;236.95;Limestone;0.347
W-0008;97.32;94.68;236.95;254.41;Shale;0.285
W-0008;112.39;75.50;254.41;259.90;Shale;0.349
W-0008;122.77;52.67;259.90;262.64;Limestone;0.335
W-0008;82.05;87.13;262.64;280.97;Sandstone;0.232
W-0008;123.95;85.45;280.97;293.98;;0.142
W-0008;100.27;58.32;293.98;306.07;Dolomite;0.129
W-0008;117.93;90.33;306.07;325.31;Shale;0.194
W-0008;81.03;77.65;325.31;330.46;Dolomite;0.229
W-0008;85.20;60.95;330.46;335.80;Shale;0.100
W-0008;95.67;62.45;335.80;341.71;;0.243
W-0008;88.86;91.37;341.71;345.22;Sandstone;0.107
W-0008;80.59;96.76;345.22;359.76;Shale;0.196
W-0008;112.50;66.33;359.76;364.86;;0.037
W-0008;84.06;54.95;364.86;367.43;Limestone;0.261
BAD-OVR1;122.79;88.28;29.00;37.00;Limestone;0.222
W-0008;92.57;59.60;385.70;389.38;Dolomite;0.198
W-0008;101.99;93.44;389.38;395.64;Limestone;0.279
W-0008;103.95;76.08;395.64;409.70;Sandstone;0.356
W-0008;80.29;98.69;409.70;413.97;Sandstone;0.180
W-0008;129.74;86.84;413.97;417.08;Dolomite;0.114
W-0008;124.61;82.47;417.08;424.32;Shale;0.126
W-0008;128.99;88.36;424.32;440.32;Shale;0.325
W-0008;120.29;83.21;440.32;447.61;Limestone;0.347
W-0008;103.55;87.42;447.61;463.35;Dolomite;0.135
W-0008;125.99;53.79;463.35;477.78;Shale;0.321
BAD-OVR1;109.44;73.29;32.00;40.00;Dolomite;0.194
W-0009;98.16;92.92;0.00;4.62;Limestone;0.055
W-0009;87.06;74.49;4.62;7.03;Dolomite;0.139
W-0009;91.75;80.19;7.03;22.76;Dolomite;0.186
W-0009;116.75;95.69;22.76;29.32;Shale;0.255
W-0009;111.63;70.21;29.32;47.03;Dolomite;0.334
BAD-OVR1;111.77;52.00;35.00;43.00;Sandstone;0.020
W-0009;80.21;56.14;50.67;63.46;Shale;0.303
W-0009;107.96;97.80;63.46;77.88;Dolomite;0.129
W-0009;81.24;83.65;77.88;97.17;Sandstone;0.021
W-0009;121.30;83.40;97.17;101.17;Dolomite;0.260
W-0009;97.17;57.60;101.17;112.86;Shale;0.125
W-0009;114.10;51.12;112.86;124.80;Shale;0.329
W-0009;126.34;59.08;124.80;127.26;Limestone;0.058
W-0009;107.45;87.35;127.26;129.47;Shale;0.348
W-0009;103.57;80.52;129.47;130.64;Shale;0.145
W-0009;127.26;53.42;130.64;139.38;Dolomite;0.083
W-0009;95.22;95.97;139.38;152.30;Limestone;0.081
W-0009;115.40;67.62;152.30;167.77;Shale;0.044
W-0009;106.73;70.03;167.77;178.88;Limestone;0.145
W-0009;112.99;87.41;178.88;183.44;Limestone;0.069
W-0009;96.03;57.70;183.44;196.52;Sandstone;0.264
W-0009;128.66;51.48;196.52;215.99;Limestone;0.052
W-0009;85.85;58.63;215.99;227.31;Shale;0.321
W-0009;104.64;94.44;227.31;238.04;Sandstone;0.358
W-0009;121.38;76.61;238.04;251.99;Limestone;0.093
W-0009;104.89;99.80;272.26;267.26;Dolomite;0.029
W-0009;114.11;74.58;267.26;280.14;;0.223
W-0009;123.87;57.16;280.14;286.45;Limestone;0.114
W-0009;101.27;95.72;286.45;303.81;Shale;0.296
W-0009;90.30;58.04;303.81;307.86;Shale;0.146
W-0009;88.07;76.73;307.86;323.91;Shale;0.323
W-0009;103.28;60.37;323.91;327.13;Limestone;0.032
W-0009;129.33;78.73;327.13;333.45;Limestone;0.109
W-0009;115.32;75.60;333.45;338.93;Limestone;0.015
W-0009;110.03;96.11;338.93;343.36;Limestone;0.256
W-0009;124.46;51.60;343.36;346.31;;0.275
W-0009;93.83;68.36;346.31;352.05;;0.308
W-0009;84.87;96.59;352.05;369.22;Limestone;0.216
W-0009;80.00;88.13;369.22;386.91;Limestone;0.340
W-0009;127.94;84.70;386.91;397.82;Limestone;0.328
W-0009;127.24;99.71;413.39;408.39;Sandstone;0.222
W-0009;94.64;77.82;408.39;424.93;Sandstone;0.068
W-0009;110.03;77.60;424.93;438.51;;0.140
W-0009;103.61;56.75;438.51;445.84;Dolomite;0.175
W-0009;80.83;78.95;445.84;448.52;;0.175
W-0009;107.66;90.38;448.52;458.22;Limestone;0.083
W-0009;109.24;93.77;470.44;465.44;Dolomite;0.070
W-0009;101.16;89.76;465.44;477.76;Dolomite;0.258
W-0009;90.73;90.56;477.76;484.91;Limestone;0.359
W-0009;111.90;50.29;484.91;495.84;Shale;1.500
W-0010;127.15;53.34;0.00;2.61;Dolomite;0.238
W-0010;102.88;66.11;2.61;10.12;Dolomite;0.207
W-0010;117.69;82.63;10.12;29.40;Limestone;0.191
W-0010;97.27;52.67;29.40;46.92;Shale;0.014
W-0010;116.95;55.65;46.92;63.32;Shale;0.234
BAD-OVR1;96.64;51.10;38.00;46.00;Limestone;0.317
W-0010;127.38;83.41;77.06;80.78;Sandstone;0.187
W-0010;82.48;70.42;80.78;86.50;Dolomite;0.250
W-0010;120.61;66.85;86.50;96.81;Dolomite;0.086
W-0010;87.80;62.33;96.81;98.86;Limestone;0.016
W-0010;107.43;88.72;98.86;112.81;Sandstone;0.176
W-0010;121.23;72.58;112.81;128.56;Dolomite;0.134
W-0010;106.64;55.46;128.56;139.97;Limestone;0.236
W-0010;100.59;95.50;139.97;149.08;Limestone;0.315
W-0010;115.69;74.30;149.08;165.37;Shale;0.061
W-0010;82.52;76.16;165.37;178.75;Shale;0.251
W-0010;115.29;95.55;178.75;197.52;Shale;0.012
BAD-OVR1;108.41;97.78;41.00;49.00;Shale;0.120
BAD-OVR1;110.20;83.71;44.00;52.00;Limestone;0.014
W-0010;85.60;54.10;229.61;247.77;Limestone;0.159
W-0010;116.79;65.32;247.77;254.58;Sandstone;0.292
W-0010;89.79;96.41;254.58;263.58;Dolomite;0.282
W-0010;113.40;85.20;263.58;281.79;Sandstone;0.324
W-0010;95.98;53.58;281.79;286.05;Shale;0.330
W-0010;81.50;79.90;286.05;296.75;Shale;0.182
W-0010;121.39;66.38;296.75;306.99;Dolomite;0.350
W-0010;126.46;71.11;306.99;310.83;Sandstone;0.166
W-0010;114.34;89.37;310.83;328.90;Dolomite;0.285
W-0010;90.03;95.99;328.90;333.39;Dolomite;0.031
W-0010;120.78;51.95;333.39;341.84;Dolomite;0.051
W-0010;95.98;82.50;341.84;351.12;Dolomite;0.356
W-0010;92.48;86.03;351.12;366.03;Sandstone;0.102
W-0010;118.30;58.28;366.03;378.91;Dolomite;0.014
W-0010;108.69;58.31;378.91;395.37;Sandstone;0.131
W-0010;101.10;92.00;395.37;401.47;Sandstone;0.056
W-0010;95.30;54.79;401.47;408.29;Dolomite;0.302
W-0010;127.50;93.56;408.29;424.46;;0.225
W-0010;108.84;99.66;424.46;437.94;Shale;0.088
W-0010;116.39;51.47;437.94;439.49;Limestone;0.101
W-0010;99.71;55.91;439.49;446.28;Dolomite;0.148
W-0010;88.98;55.81;446.28;458.47;Dolomite;0.325
W-0010;88.51;91.23;458.47;465.76;Dolomite;0.303
W-0010;96.41;56.18;465.76;477.25;Shale;0.229
BAD-OVR1;125.79;85.72;47.00;55.00;Limestone;0.152
W-0010;125.20;52.05;489.99;506.88;Limestone;0.202
W-0010;104.59;54.35;506.88;516.95;Shale;0.105
W-0010;103.76;88.89;516.95;519.70;Limestone;0.198
W-0010;108.08;94.95;519.70;524.37;Dolomite;0.338
W-0010;99.91;82.21;524.37;534.74;Dolomite;0.342
W-0010;106.53;90.19;534.74;549.25;Limestone;0.323
W-0011;96.56;90.71;0.00;6.27;Shale;0.128
W-0011;113.06;83.91;6.27;23.48;Sandstone;0.106
W-0011;93.02;71.32;23.48;27.84;Sandstone;0.295
W-0011;125.48;50.69;27.84;30.82;Shale;0.345
W-0011;91.12;76.95;30.82;34.47;Dolomite;0.052
W-0011;119.37;99.47;34.47;52.24;Sandstone;0.065
W-0011;86.00;97.30;52.24;63.92;Limestone;0.090
W-0011;94.14;67.23;63.92;71.94;Shale;0.252
W-0011;105.11;65.50;71.94;91.74;Sandstone;0.212
W-0011;117.82;81.55;91.74;109.01;Limestone;0.148
W-0011;110.48;93.12;109.01;120.63;Limestone;0.103
W-0011;128.22;51.46;120.63;126.73;Limestone;0.045
