WellId;X;Y;DepthFrom;DepthTo;Rock;Porosity
W-0002;81.84;57.42;311.90;317.99;Sandstone;0.188
W-0002;100.02;56.66;317.99;329.60;Dolomite;0.297
W-0002;115.76;90.03;329.60;345.09;Sandstone;0.255
W-0002;82.53;68.52;345.09;352.77;Limestone;0.123
W-0002;101.38;82.29;352.77;367.19;;0.324
W-0002;91.89;69.49;367.19;377.62;Dolomite;0.060
W-0002;113.06;86.03;386.19;381.19;Dolomite;0.137
W-0002;83.75;78.10;381.19;392.91;Shale;0.093
W-0002;127.79;72.85;392.91;411.02;Dolomite;0.077
W-0002;86.94;81.25;411.02;427.70;Shale;0.265
W-0002;124.59;76.42;427.70;433.18;Limestone;0.224
W-0002;104.90;88.50;433.18;446.66;Sandstone;0.162
W-0002;86.12;57.39;446.66;447.83;Limestone;0.128
W-0002;82.60;89.73;447.83;456.58;Sandstone;0.331
W-0002;88.48;68.94;456.58;461.34;Limestone;0.292
W-0002;126.70;50.47;461.34;481.21;Limestone;0.014
W-0002;119.86;79.34;481.21;500.25;Sandstone;0.057
W-0003;125.84;97.63;6.45;1.45;Dolomite;0.268
W-0003;89.94;91.01;1.45;7.92;Sandstone;0.220
W-0003;102.74;87.95;7.92;20.55;Dolomite;0.121
W-0003;91.59;60.47;20.55;39.86;Sandstone;0.034
W-0003;129.29;92.51;39.86;43.46;Sandstone;0.193
W-0003;120.57;95.85;43.46;57.00;Dolomite;0.086
W-0003;100.82;62.40;57.00;70.20;Sandstone;0.041
W-0003;91.54;93.49;70.20;78.99;Sandstone;0.296
W-0003;91.05;50.07;78.99;85.08;Shale;0.326
W-0003;105.20;88.94;85.08;102.87;Shale;0.338
W-0003;125.38;51.16;102.87;109.55;Shale;0.098
W-0003;93.65;75.71;109.55;120.86;;0.143
W-0003;109.58;53.93;120.86;124.13;Dolomite;0.328
W-0003;80.71;96.28;124.13;125.75;Dolomite;0.344
W-0003;104.08;54.78;125.75;127.02;Shale;0.163
W-0003;84.01;90.83;127.02;133.95;;0.096
W-0003;114.38;84.64;133.95;146.67;Shale;0.285
W-0003;115.45;78.62;146.67;159.49;Sandstone;0.054
W-0003;120.29;76.34;159.49;177.05;Shale;1.500
W-0003;122.69;51.13;177.05;179.35;Dolomite;0.030
W-0003;113.44;76.93;179.35;181.83;Sandstone;0.209
W-0003;117.92;91.79;181.83;198.66;Sandstone;0.111
W-0003;109.12;64.36;198.66;202.29;Shale;0.072
W-0003;124.89;64.19;202.29;221.74;Sandstone;0.335
W-0003;108.28;69.80;221.74;227.13;Limestone;0.326
W-0003;129.91;95.44;227.13;240.22;Limestone;0.030
W-0003;91.27;80.17;240.22;241.30;Sandstone;0.164
W-0003;129.57;87.64;241.30;246.80;Shale;0.046
W-0003;123.59;56.23;246.80;263.89;Shale;0.318
W-0003;89.31;73.97;263.89;276.47;Sandstone;0.199
W-0003;96.59;72.82;276.47;295.22;Shale;0.029
W-0003;108.90;56.14;295.22;300.57;Dolomite;0.186
W-0003;98.91;91.92;300.57;317.61;Shale;0.079
W-0003;113.63;95.42;317.61;324.21;Dolomite;0.161
W-0003;98.82;65.61;324.21;325.74;Dolomite;0.106
W-0003;111.93;52.85;325.74;327.94;Dolomite;0.265
W-0003;97.72;69.08;327.94;342.21;Dolomite;0.038
W-0003;83.48;99.09;360.00;355.00;Limestone;0.118
W-0003;126.42;75.18;355.00;361.35;Limestone;0.184
W-0003;123.90;69.97;361.35;362.85;Sandstone;0.092
W-0003;97.65;85.72;362.85;379.99;Shale;0.098
W-0003;105.44;77.32;379.99;383.09;Dolomite;0.125
W-0003;103.89;90.82;383.09;399.85;Limestone;0.312
W-0003;87.83;55.11;399.85;400.93;Dolomite;0.337
W-0003;94.86;60.24;400.93;412.59;Limestone;0.344
W-0003;127.83;59.88;412.59;416.40;Dolomite;0.186
W-0003;86.47;70.97;416.40;431.28;Sandstone;0.278
W-0003;126.60;53.36;431.28;435.61;Limestone;0.345
W-0003;120.10;78.12;435.61;446.81;Shale;0.010
W-0003;116.92;68.39;467.62;462.62;Sandstone;0.134
W-0004;124.27;53.83;0.00;12.26;Dolomite;0.327
W-0004;113.42;76.12;12.26;19.22;Limestone;0.075
W-0004;115.90;99.13;19.22;26.61;Sandstone;0.029
W-0004;109.72;91.61;26.61;32.34;Dolomite;0.231
W-0004;119.58;68.93;32.34;37.09;Sandstone;0.086
W-0004;109.28;52.50;37.09;39.35;Shale;0.111
W-0004;88.44;57.49;39.35;43.44;Sandstone;0.289
W-0004;98.30;66.87;43.44;51.59;Sandstone;1.500
W-0004;119.74;74.79;51.59;58.57;Dolomite;0.180
W-0004;119.88;50.17;58.57;68.05;Sandstone;0.357
W-0004;126.67;82.60;68.05;74.85;Sandstone;0.318
W-0004;98.85;51.70;74.85;89.04;Shale;0.036
W-0004;115.26;77.46;89.04;90.72;Dolomite;0.191
W-0004;80.74;84.91;90.72;101.57;Sandstone;0.088
W-0004;121.03;83.73;101.57;113.30;Shale;0.320
W-0004;92.12;98.37;113.30;117.32;Shale;0.049
W-0004;86.43;59.40;117.32;127.04;Sandstone;0.261
W-0004;96.17;57.35;127.04;136.05;Limestone;0.082
W-0004;104.26;99.11;136.05;146.32;Sandstone;0.075
W-0004;80.37;87.70;146.32;155.49;Shale;0.135
BAD-OVR1;108.56;91.57;0.00;10.00;Limestone;0.152
W-0004;117.21;53.41;159.30;168.61;Dolomite;0.250
W-0004;121.71;88.73;168.61;188.27;;0.310
W-0004;94.97;70.46;188.27;198.17;Shale;0.031
W-0004;119.87;54.43;198.17;214.01;Dolomite;0.230
W-0004;115.72;77.24;214.01;230.79;Limestone;0.244
W-0004;113.92;95.70;230.79;245.88;Limestone;0.243
W-0004;104.92;79.71;245.88;252.49;Sandstone;0.122
W-0004;95.52;65.75;252.49;270.55;Limestone;0.109
W-0004;116.79;97.12;270.55;286.20;Sandstone;0.224
W-0004;96.29;93.88;286.20;295.54;Sandstone;0.072
W-0004;104.88;79.01;295.54;298.54;Sandstone;0.015
W-0004;96.66;99.20;298.54;313.64;Limestone;0.056
W-0004;110.43;81.89;313.64;329.26;Limestone;0.205
W-0004;102.99;67.95;329.26;335.21;Dolomite;0.191
W-0004;85.68;71.73;335.21;341.95;Limestone;0.356
W-0004;114.94;70.92;341.95;350.88;Sandstone;0.242
W-0004;95.34;60.66;350.88;357.60;Dolomite;0.018
W-0004;90.30;70.24;357.60;374.03;Limestone;0.232
W-0004;107.38;97.86;374.03;381.13;Sandstone;0.227
W-0004;124.07;80.77;381.13;383.31;Limestone;0.354
W-0004;112.00;95.41;383.31;403.20;Dolomite;0.231
W-0004;82.42;72.75;403.20;422.74;Sandstone;0.032
BAD-OVR1;80.67;75.18;5.00;13.00;Dolomite;0.247
W-0004;125.75;90.44;451.33;446.33;Limestone;0.317
W-0004;103.41;78.72;467.49;462.49;Shale;0.105
BAD-OVR1;113.87;96.40;8.00;16.00;Shale;0.121
W-0004;95.31;62.67;467.86;483.54;Sandstone;0.100
BAD-OVR1;129.91;75.89;11.00;19.00;Dolomite;0.049
W-0004;104.04;96.06;501.54;520.39;Dolomite;0.172
W-0005;119.00;65.61;6.58;1.58;Dolomite;0.180
W-0005;125.70;72.40;1.58;6.06;Dolomite;0.133
W-0005;85.67;64.59;6.06;10.62;Sandstone;0.239
W-0005;97.05;90.77;10.62;22.11;Shale;0.125
W-0005;86.87;74.49;22.11;31.92;Shale;0.052
W-0005;85.35;86.45;31.92;41.75;Sandstone;1.500
W-0005;84.17;67.23;41.75;57.35;Shale;0.075
W-0005;129.87;53.44;57.35;61.50;Dolomite;0.313
W-0005;126.44;62.92;61.50;67.57;Shale;0.223
W-0005;111.13;58.04;67.57;87.24;Shale;0.298
W-0005;109.71;61.60;87.24;94.48;Dolomite;0.298
W-0005;113.47;52.93;94.48;102.14;Sandstone;0.059
W-0005;112.69;81.30;102.14;115.10;Shale;0.228
W-0005;89.71;68.80;115.10;127.98;Shale;0.274
W-0005;84.20;79.51;127.98;131.29;Dolomite;0.161
W-0005;81.05;70.62;131.29;142.18;Dolomite;0.052
W-0005;104.01;58.28;142.18;147.85;Shale;0.042
W-0005;103.45;87.25;147.85;151.12;Dolomite;0.312
W-0005;80.91;93.96;151.12;162.36;Shale;0.177
W-0005;98.49;97.49;162.36;172.46;Limestone;0.272
W-0005;105.08;92.65;172.46;185.37;Shale;0.067
W-0005;119.45;93.99;185.37;195.97;Shale;0.102
W-0005;80.73;82.61;195.97;202.37;Dolomite;1.500
W-0005;117.09;56.33;202.37;217.19;Sandstone;0.289
W-0005;92.10;64.95;217.19;235.96;Sandstone;0.152
W-0005;103.72;50.64;235.96;244.90;Sandstone;0.024
W-0005;88.99;94.99;244.90;256.96;Limestone;0.069
W-0005;103.80;67.10;256.96;269.67;Sandstone;0.258
W-0005;88.20;77.55;269.67;285.38;Limestone;0.264
W-0005;105.25;68.07;285.38;287.42;Sandstone;0.125
W-0005;119.56;85.83;287.42;297.46;Limestone;0.081
W-0005;81.92;50.04;297.46;310.08;Sandstone;0.234
W-0005;101.29;67.45;310.08;329.28;Shale;0.243
W-0005;126.85;57.97;329.28;341.52;Sandstone;0.328
W-0005;99.81;50.17;341.52;347.98;Dolomite;0.188
W-0005;89.21;55.31;347.98;359.85;Shale;0.221
W-0005;105.39;57.06;359.85;363.52;Limestone;0.026
W-0005;90.65;55.95;363.52;381.85;Limestone;0.026
W-0005;113.15;88.04;381.85;396.09;Shale;0.058
W-0005;93.62;84.01;396.09;412.45;Shale;0.338
W-0005;128.16;62.08;412.45;422.79;Dolomite;0.311
W-0005;115.16;85.38;422.79;437.99;Shale;0.093
W-0005;95.79;78.57;437.99;441.18;Dolomite;0.324
W-0005;127.08;94.88;441.18;460.38;Dolomite;0.057
W-0005;129.10;79.27;460.38;479.81;Limestone;0.166
W-0005;112.19;94.30;479.81;484.66;Dolomite;0.151
W-0005;90.74;64.03;484.66;490.57;Limestone;0.288
W-0005;111.46;57.84;490.57;501.53;Sandstone;0.109
W-0005;82.63;69.39;522.39;517.39;Sandstone;0.248
W-0005;92.02;52.62;517.39;520.44;Shale;0.343
W-0006;108.15;64.92;0.00;5.97;Dolomite;0.312
W-0006;96.03;68.69;5.97;10.18;Limestone;0.244
W-0006;106.56;78.12;10.18;13.12;Shale;0.109
W-0006;91.18;90.40;24.86;19.86;Limestone;0.133
W-0006;86.95;81.25;19.86;24.77;Sandstone;0.256
W-0006;114.75;73.55;24.77;32.04;Dolomite;0.296
W-0006;83.81;90.16;32.04;38.63;Sandstone;0.309
BAD-OVR1;99.80;87.01;14.00;22.00;Sandstone;0.181
W-0006;126.95;81.01;53.27;68.92;Sandstone;0.192
W-0006;128.65;57.92;68.92;87.89;Sandstone;0.250
W-0006;87.24;57.95;87.89;101.67;Dolomite;0.226
W-0006;94.37;77.41;101.67;116.84;Shale;0.200
W-0006;114.14;52.48;116.84;135.98;Limestone;0.013
W-0006;97.01;98.70;135.98;139.59;;0.088
W-0006;108.95;78.22;139.59;158.66;Sandstone;0.013
W-0006;107.55;93.63;158.66;161.87;Sandstone;0.020
W-0006;91.86;78.85;161.87;165.20;Shale;0.317
W-0006;98.59;66.72;165.20;167.65;Limestone;0.167
W-0006;89.40;79.00;167.65;171.49;Limestone;0.312
W-0006;85.00;52.87;195.29;190.29;Shale;0.094
W-0006;92.40;55.00;190.29;201.51;Sandstone;0.029
W-0006;98.10;81.30;201.51;202.90;Limestone;0.065
W-0006;104.46;91.06;202.90;205.73;Sandstone;0.260
W-0006;80.26;64.31;205.73;208.95;Limestone;0.360
W-0006;105.41;60.85;208.95;210.12;Limestone;0.345
W-0006;117.88;82.31;210.12;217.52;Sandstone;0.105
W-0006;100.07;64.18;217.52;223.86;Limestone;0.336
W-0006;102.51;96.38;237.92;232.92;Shale;0.306
W-0006;110.83;95.10;232.92;240.41;Sandstone;0.215
W-0006;126.82;88.39;240.41;243.32;Sandstone;0.213
W-0006;113.11;97.94;243.32;257.04;Sandstone;0.186
W-0006;84.75;70.96;257.04;268.49;Limestone;0.289
W-0006;110.37;80.03;268.49;276.24;;0.021
W-0006;80.28;89.53;289.31;284.31;Dolomite;0.285
W-0006;111.49;85.46;284.31;286.46;Limestone;0.057
W-0006;113.85;64.66;286.46;300.83;Limestone;0.270
W-0006;87.62;70.07;300.83;309.90;Dolomite;0.228
W-0006;104.61;64.88;309.90;312.90;Dolomite;0.164
W-0006;109.92;82.08;312.90;327.92;Sandstone;0.046
W-0006;103.23;84.75;327.92;332.19;Shale;0.157
W-0006;102.44;85.60;332.19;338.62;Sandstone;0.235
W-0006;116.43;58.16;338.62;355.92;Limestone;0.060
W-0006;112.34;54.55;355.92;360.10;Dolomite;0.176
W-0006;127.49;86.00;360.10;366.20;Sandstone;0.285
W-0006;118.29;82.41;375.82;370.82;Dolomite;0.353
W-0006;120.00;76.91;370.82;390.49;Shale;0.173
W-0006;87.00;72.27;390.49;403.95;Shale;0.073
W-0006;86.36;60.76;403.95;414.43;Sandstone;1.500
W-0006;111.09;75.92;414.43;419.61;Shale;0.243
W-0006;106.27;68.67;419.61;438.24;Dolomite;0.108
W-0007;95.64;90.73;0.00;4.49;Dolomite;0.214
W-0007;112.29;50.77;4.49;17.37;Limestone;1.500
W-0007;121.67;67.40;17.37;28.61;Dolomite;0.342
W-0007;129.64;82.83;28.61;34.67;Sandstone;0.112
BAD-OVR1;121.38;55.85;17.00;25.00;Limestone;0.047
W-0007;129.15;67.32;52.27;56.39;Shale;0.111
W-0007;84.70;65.83;56.39;69.40;Dolomite;0.172
W-0007;99.32;68.23;69.40;83.93;Sandstone;0.307
W-0007;88.00;76.76;83.93;93.00;Limestone;0.290
W-0007;116.37;56.69;93.00;103.93;Shale;0.354
W-0007;116.53;68.10;103.93;122.21;Shale;0.106
W-0007;123.25;58.57;122.21;124.34;Sandstone;0.324
W-0007;126.88;54.90;124.34;129.01;Dolomite;0.287
W-0007;117.43;81.86;129.01;135.09;Shale;0.053
W-0007;113.38;81.23;135.09;146.45;Shale;0.337
BAD-OVR1;122.20;68.55;20.00;28.00;Sandstone;0.068
W-0007;102.85;92.69;153.80;156.52;Limestone;0.124
W-0007;92.87;99.39;156.52;169.66;Dolomite;0.157
W-0007;101.55;91.38;169.66;177.14;Shale;0.351
W-0007;89.94;58.68;177.14;182.66;Limestone;0.313
W-0007;125.72;66.25;182.66;188.16;Dolomite;0.125
W-0007;94.89;88.60;188.16;206.90;Sandstone;0.165
W-0007;121.84;74.82;206.90;213.83;Shale;0.115
BAD-OVR1;126.58;93.73;23.00;31.00;Dolomite;0.048
W-0007;120.71;62.45;218.70;227.24;Dolomite;0.348
W-0007;123.16;55.90;227.24;247.03;Limestone;1.500
W-0007;102.08;67.67;247.03;260.56;Sandstone;0.183
W-0007;118.46;66.95;260.56;268.87;Limestone;0.275
W-0007;81.68;80.48;268.87;286.47;Sandstone;0.153
W-0007;102.28;53.59;286.47;291.58;;0.041
W-0007;86.42;65.47;291.58;307.88;Dolomite;0.090
W-0007;127.52;69.79;307.88;311.89;Limestone;0.062
W-0007;103.81;90.89;311.89;320.09;Shale;0.036
W-0007;116.12;70.61;320.09;330.42;Dolomite;0.344
W-0007;85.85;88.05;330.42;344.92;Dolomite;0.358
W-0007;119.23;65.60;344.92;350.93;Shale;0.355
W-0007;122.17;91.31;350.93;354.02;Sandstone;0.168
W-0007;95.98;86.09;354.02;363.80;Dolomite;0.229
W-0007;110.56;94.52;363.80;383.77;Limestone;0.153
W-0007;109.42;60.48;383.77;391.50;Limestone;0.299
W-0007;110.71;97.61;391.50;400.11;Dolomite;0.194
W-0007;114.14;94.77;400.11;416.92;Sandstone;0.259
W-0007;113.00;83.14;416.92;436.17;Sandstone;0.220
BAD-OVR1;124.75;59.47;26.00;34.00;Sandstone;0.145
W-0007;93.39;66.93;439.74;457.93;Shale;0.357
W-0007;121.56;69.75;457.93;458.93;Shale;0.166
W-0007;128.10;71.37;458.93;463.63;Shale;0.096
W-0007;117.86;70.88;463.63;468.03;Dolomite;0.285
W-0007;115.86;73.00;468.03;480.62;Sandstone;0.204
W-0007;96.65;74.65;480.62;492.36;Limestone;0.228
W-0008;126.54;54.85;0.00;18.15;Sandstone;0.137
W-0008;92.35;50.89;18.15;23.28;Limestone;0.068
W-0008;81.91;63.42;23.28;42.23;Limestone;0.137
W-0008;126.32;75.84;42.23;53.74;Sandstone;0.314
W-0008;88.28;85.48;53.74;70.72;Limestone;0.118
W-0008;126.73;83.33;70.72;86.98;Sandstone;0.253
W-0008;121.39;85.05;86.98;89.03;Dolomite;0.186
W-0008;106.35;62.81;89.03;95.61;Limestone;0.039
BAD-OVR1;114.59;96.43;29.00;37.00;Shale;0.139
W-0008;111.78;88.52;99.06;104.41;Limestone;0.322
W-0008;103.77;94.17;104.41;118.87;Limestone;0.194
W-0008;98.43;51.60;118.87;130.76;Dolomite;0.212
W-0008;125.71;53.24;130.76;132.00;Dolomite;0.232
W-0008;91.95;86.36;132.00;144.90;Shale;0.245
W-0008;121.18;66.95;144.90;151.56;Shale;0.140
W-0008;125.95;72.88;151.56;167.95;Limestone;0.145
W-0008;82.98;63.11;187.82;182.82;Dolomite;0.034
W-0008;115.60;94.73;182.82;190.51;Limestone;0.248
W-0008;84.72;92.55;190.51;194.11;Shale;0.056
W-0008;81.32;95.95;194.11;199.13;Limestone;0.164
BAD-OVR1;90.09;83.65;32.00;40.00;Shale;0.317
W-0008;122.64;75.59;212.69;226.59;Limestone;0.264
W-0008;124.12;72.25;226.59;240.08;Shale;0.306
W-0008;81.43;67.87;240.08;253.58;Dolomite;0.220
W-0008;119.41;65.13;253.58;260.78;Shale;0.142
W-0008;100.46;86.58;260.78;277.38;Shale;0.217
W-0008;99.50;53.21;277.38;278.69;Sandstone;0.225
W-0008;111.26;85.11;278.69;282.08;Dolomite;0.267
W-0008;105.30;72.57;282.08;284.50;;0.115
W-0008;106.49;60.40;284.50;286.86;Sandstone;0.311
W-0008;119.64;60.30;286.86;290.43;Sandstone;0.354
W-0008;107.51;67.00;290.43;307.64;Limestone;0.075
W-0008;118.05;89.79;307.64;322.78;Limestone;0.139
W-0008;99.67;51.12;322.78;334.58;Shale;0.059
W-0008;99.64;98.76;334.58;343.80;Shale;0.014
W-0008;96.26;62.41;343.80;348.68;Limestone;0.164
W-0008;81.70;70.69;348.68;363.34;Sandstone;0.085
W-0008;121.67;62.26;363.34;369.41;Limestone;0.246
W-0008;96.98;52.08;369.41;386.36;Sandstone;0.272
W-0008;80.35;57.65;386.36;388.60;Sandstone;1.500
W-0008;108.05;90.65;388.60;395.82;Limestone;0.337
W-0008;108.78;66.00;395.82;403.57;Limestone;0.169
W-0008;89.01;63.04;403.57;419.90;Sandstone;0.292
W-0008;112.91;54.93;419.90;426.64;Dolomite;0.149
W-0008;107.24;57.64;426.64;437.14;Limestone;0.162
W-0008;97.09;91.16;437.14;449.45;Shale;0.210
W-0008;83.33;68.24;449.45;456.33;Limestone;0.261
W-0008;87.40;50.13;456.33;468.49;Dolomite;0.357
W-0008;81.53;91.61;468.49;476.08;Sandstone;0.203
W-0008;115.30;81.61;476.08;484.97;Limestone;0.333
W-0009;101.84;60.42;0.00;17.84;Sandstone;0.358
W-0009;97.99;73.46;17.84;31.93;Limestone;0.048
W-0009;109.29;66.42;31.93;40.15;Dolomite;0.283
W-0009;99.19;83.02;40.15;44.20;Sandstone;0.128
W-0009;127.02;58.60;44.20;50.34;Dolomite;0.012
W-0009;129.35;85.52;50.34;59.72;Shale;0.323
W-0009;103.35;53.96;59.72;60.86;Dolomite;0.194
W-0009;119.92;81.32;60.86;75.62;Dolomite;0.214
W-0009;97.00;87.85;75.62;92.79;Sandstone;0.350
W-0009;111.11;71.21;92.79;110.36;Limestone;0.055
W-0009;98.03;74.25;110.36;120.17;Shale;0.156
W-0009;80.03;52.94;120.17;129.44;Dolomite;0.179
W-0009;99.38;71.38;129.44;133.02;Shale;0.085
W-0009;123.87;51.77;133.02;145.19;Sandstone;0.197
W-0009;84.42;98.33;145.19;160.21;Sandstone;0.327
W-0009;111.91;59.13;184.28;179.28;Sandstone;0.218
W-0009;82.95;52.44;179.28;184.26;Limestone;0.327
W-0009;119.46;73.50;184.26;190.48;Sandstone;0.232
BAD-OVR1;86.39;99.24;35.00;43.00;Sandstone;0.152
W-0009;91.78;65.73;195.47;214.53;Sandstone;0.241
W-0009;112.98;91.15;214.53;218.45;Dolomite;0.091
W-0009;117.53;60.17;218.45;235.26;Sandstone;0.212
W-0009;105.05;77.54;235.26;238.75;;0.100
W-0009;128.66;96.95;238.75;246.09;Sandstone;0.027
W-0009;92.93;73.83;246.09;261.83;Dolomite;0.342
W-0009;84.48;92.16;261.83;270.19;;0.243
W-0009;98.57;91.14;270.19;275.72;Dolomite;0.150
W-0009;115.63;51.60;275.72;284.44;Sandstone;0.241
W-0009;128.11;58.66;284.44;286.54;Dolomite;0.095
W-0009;85.85;73.31;286.54;302.23;Sandstone;0.258
W-0009;106.18;94.62;302.23;308.07;Shale;0.012
W-0009;118.87;87.11;308.07;325.86;Sandstone;0.252
W-0009;121.33;99.87;325.86;337.12;Dolomite;1.500
W-0009;105.66;60.69;337.12;353.62;Dolomite;0.324
W-0009;91.16;60.21;353.62;366.03;Shale;0.235
W-0009;95.42;56.86;366.03;369.22;Limestone;0.168
W-0009;88.74;58.06;369.22;370.71;Shale;0.104
W-0009;128.62;95.65;370.71;380.87;Shale;0.031
W-0009;89.10;60.64;380.87;400.59;Dolomite;0.262
W-0009;126.97;80.20;400.59;420.52;Limestone;0.125
W-0009;86.73;55.59;420.52;423.43;Shale;0.269
W-0009;95.96;67.19;423.43;434.80;Sandstone;0.265
W-0009;129.59;92.09;434.80;453.78;Dolomite;0.342
W-0009;94.65;79.98;453.78;457.54;Limestone;0.179
W-0009;90.78;77.64;457.54;466.45;Shale;0.200
W-0009;105.52;84.77;466.45;483.28;Sandstone;0.198
W-0009;120.89;64.48;483.28;487.55;Dolomite;0.117
W-0009;114.99;57.43;487.55;497.74;Shale;0.277
W-0009;107.38;52.10;497.74;511.22;Sandstone;0.075
W-0009;112.84;88.97;511.22;524.15;Shale;0.173
W-0010;86.86;84.90;21.21;16.21;Shale;0.193
W-0010;104.32;88.41;16.21;23.00;Dolomite;0.038
W-0010;120.55;68.22;23.00;29.61;Limestone;0.239
W-0010;127.26;77.49;29.61;45.61;Shale;0.036
W-0010;89.55;74.86;45.61;56.28;Sandstone;0.208
W-0010;106.37;57.31;56.28;72.91;Dolomite;0.287
W-0010;125.73;50.11;72.91;85.79;Limestone;0.073
W-0010;108.70;87.84;85.79;105.08;Dolomite;0.081
W-0010;101.66;61.32;105.08;108.44;Limestone;0.264
W-0010;99.94;79.99;108.44;121.30;Limestone;1.500
W-0010;106.25;69.09;121.30;126.13;Shale;0.102
W-0010;121.75;91.35;126.13;138.01;Shale;0.191
W-0010;115.48;74.79;138.01;146.05;Dolomite;0.347
W-0010;106.94;59.58;146.05;152.66;Shale;0.245
W-0010;111.66;61.72;152.66;161.63;Dolomite;0.215
W-0010;129.08;80.77;161.63;172.05;Shale;0.334
W-0010;119.71;51.33;172.05;182.43;Sandstone;0.068
W-0010;92.47;87.21;182.43;196.93;Limestone;0.214
W-0010;107.34;80.25;196.93;210.02;Limestone;0.276
W-0010;116.54;91.90;210.02;224.52;Dolomite;1.500
W-0010;105.68;96.48;224.52;230.11;Limestone;0.258
W-0010;87.87;55.51;230.11;241.97;Shale;0.360
W-0010;121.15;75.49;241.97;243.48;Dolomite;0.163
W-0010;111.49;58.11;243.48;256.85;Sandstone;0.136
W-0010;107.77;83.69;256.85;274.10;;0.314
W-0010;84.37;96.67;274.10;277.23;Limestone;0.190
W-0010;86.67;93.42;277.23;278.93;Dolomite;0.120
W-0010;112.96;98.69;278.93;291.44;Shale;0.180
W-0010;94.38;90.53;291.44;300.05;Dolomite;0.091
W-0010;98.90;66.23;316.90;311.90;Limestone;0.299
W-0010;82.27;98.83;311.90;317.48;;0.180
W-0010;121.22;67.91;317.48;337.38;Dolomite;0.285
W-0010;124.52;90.98;337.38;354.50;Sandstone;0.195
W-0010;98.74;92.78;364.08;359.08;Shale;0.323
W-0010;114.29;65.22;359.08;373.43;Limestone;0.040
W-0010;113.18;93.60;373.43;375.25;Sandstone;0.278
W-0010;91.59;58.71;375.25;385.53;Shale;0.316
W-0010;92.81;74.75;385.53;386.98;Dolomite;0.322
W-0010;125.18;60.01;386.98;403.08;Sandstone;0.320
W-0010;122.24;72.04;403.08;405.66;Sandstone;0.290
W-0010;98.18;73.22;405.66;411.82;Dolomite;0.055
W-0010;106.30;94.36;411.82;413.86;Shale;0.341
W-0010;124.83;91.76;413.86;433.48;Sandstone;0.132
W-0010;81.73;92.73;433.48;442.31;Limestone;0.170
W-0010;99.81;73.87;442.31;462.03;Sandstone;0.065
W-0010;92.69;52.44;462.03;470.16;Limestone;0.072
W-0010;122.77;72.63;470.16;478.11;Sandstone;1.500
W-0010;97.84;69.61;488.95;483.95;Limestone;0.111
W-0010;129.46;89.15;483.95;486.71;Shale;0.062
W-0010;118.48;53.62;486.71;487.85;Limestone;0.153
W-0011;126.46;72.64;0.00;14.85;Shale;0.100
W-0011;129.03;79.49;14.85;28.37;Shale;0.082
W-0011;81.60;96.27;28.37;39.81;;0.337
W-0011;111.61;97.85;39.81;44.37;Dolomite;0.039
BAD-OVR1;91.58;78.42;38.00;46.00;Limestone;0.198
W-0011;100.16;73.53;62.48;64.34;Shale;0.073
W-0011;93.84;81.31;64.34;67.89;Limestone;0.170
W-0011;99.60;70.98;67.89;79.84;Sandstone;0.239
W-0011;99.77;68.17;79.84;83.47;Dolomite;0.273
W-0011;103.20;99.75;83.47;91.47;Limestone;0.185
